AvgSpotLen	BioSample	ENA_FIRST_PUBLIC	Experiment	InsertSize	Library_Name	LoadDate	MBases	MBytes	ReleaseDate	Run	SRA_Sample	Sample_Name	collection_date	geographic_location_country_and_or_sea	lat_lon	sex	tissue_type	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	ENA_LAST_UPDATE	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	SRA_Study
89	SAMEA2338542	2014-01-10	ERX373711	3500	NG-5353_4kb.BS66	2017-12-05	657	372	2014-03-02	ERR407350	ERS391910	BS66	September 2010	Norway	60.244881,5.915387	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338570	2014-01-10	ERX373712	150	NG-5353_STD.BS31b	2014-02-24	1126	824	2014-03-02	ERR407351	ERS391887	BS31b	June 2010	USA	61.5691,-149.76	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338570	2014-01-10	ERX373713	150	NG-5353_STD.BS31b	2014-02-24	1096	808	2014-03-02	ERR407352	ERS391887	BS31b	June 2010	USA	61.5691,-149.76	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338570	2014-01-10	ERX373714	150	NG-5353_STD.BS31b	2014-02-24	1125	825	2014-03-02	ERR407353	ERS391887	BS31b	June 2010	USA	61.5691,-149.76	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338570	2014-01-10	ERX373715	150	NG-5353_STD.BS31b	2014-02-24	786	522	2014-03-02	ERR407354	ERS391887	BS31b	June 2010	USA	61.5691,-149.76	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338570	2014-01-10	ERX373716	150	NG-5353_STD.BS31b	2014-02-24	1038	710	2014-03-02	ERR407355	ERS391887	BS31b	June 2010	USA	61.5691,-149.76	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338583	2014-01-10	ERX373717	150	NG-5353_STD.BS32b	2014-02-24	919	682	2014-03-02	ERR407356	ERS391875	BS32b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338583	2014-01-10	ERX373718	150	NG-5353_STD.BS32b	2014-02-24	948	703	2014-03-02	ERR407357	ERS391875	BS32b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338583	2014-01-10	ERX373719	150	NG-5353_STD.BS32b	2014-02-24	968	722	2014-03-02	ERR407358	ERS391875	BS32b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338583	2014-01-10	ERX373720	150	NG-5353_STD.BS32b	2014-02-24	1285	929	2014-03-02	ERR407359	ERS391875	BS32b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338583	2014-01-10	ERX373721	150	NG-5353_STD.BS32b	2014-02-24	1801	1304	2014-03-02	ERR407360	ERS391875	BS32b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338583	2014-01-10	ERX373722	150	NG-5353_STD.BS32b	2014-02-24	1743	1259	2014-03-02	ERR407361	ERS391875	BS32b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338583	2014-01-10	ERX373723	150	NG-5353_STD.BS32b	2014-02-24	716	497	2014-03-02	ERR407362	ERS391875	BS32b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338566	2014-01-10	ERX373724	150	NG-5353_STD.BS33	2014-02-24	2644	1763	2014-03-02	ERR407363	ERS391888	BS33	June 2010	USA	61.5691,-149.76	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338566	2014-01-10	ERX373725	150	NG-5353_STD.BS33	2014-02-24	833	597	2014-03-02	ERR407364	ERS391888	BS33	June 2010	USA	61.5691,-149.76	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338566	2014-01-10	ERX373726	150	NG-5353_STD.BS33	2014-02-24	2593	1761	2014-03-02	ERR407365	ERS391888	BS33	June 2010	USA	61.5691,-149.76	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338566	2014-01-10	ERX373727	150	NG-5353_STD.BS33	2014-02-24	2616	1757	2014-03-02	ERR407366	ERS391888	BS33	June 2010	USA	61.5691,-149.76	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338566	2014-01-10	ERX373728	150	NG-5353_STD.BS33	2014-02-24	2648	1816	2014-03-02	ERR407367	ERS391888	BS33	June 2010	USA	61.5691,-149.76	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338597	2014-01-10	ERX373729	150	NG-5353_STD.BS34b	2014-02-24	896	662	2014-03-02	ERR407368	ERS391876	BS34b	June 2010	USA	61.5761,-149.77375	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338597	2014-01-10	ERX373730	150	NG-5353_STD.BS34b	2014-02-24	881	650	2014-03-02	ERR407369	ERS391876	BS34b	June 2010	USA	61.5761,-149.77375	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338597	2014-01-10	ERX373731	150	NG-5353_STD.BS34b	2014-02-24	898	667	2014-03-02	ERR407370	ERS391876	BS34b	June 2010	USA	61.5761,-149.77375	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338597	2014-01-10	ERX373732	150	NG-5353_STD.BS34b	2014-02-24	840	611	2014-03-02	ERR407371	ERS391876	BS34b	June 2010	USA	61.5761,-149.77375	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338597	2014-01-10	ERX373733	150	NG-5353_STD.BS34b	2014-02-24	649	445	2014-03-02	ERR407372	ERS391876	BS34b	June 2010	USA	61.5761,-149.77375	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338597	2014-01-10	ERX373734	150	NG-5353_STD.BS34b	2014-02-24	1172	788	2014-03-02	ERR407373	ERS391876	BS34b	June 2010	USA	61.5761,-149.77375	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338550	2014-01-10	ERX373735	150	NG-5353_STD.BS35	2014-02-24	3211	2212	2014-03-02	ERR407374	ERS391889	BS35	June 2010	USA	61.5691,-149.76	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338550	2014-01-10	ERX373736	150	NG-5353_STD.BS35	2014-02-24	3160	2171	2014-03-02	ERR407375	ERS391889	BS35	June 2010	USA	61.5691,-149.76	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338550	2014-01-10	ERX373737	150	NG-5353_STD.BS35	2014-02-24	3177	2195	2014-03-02	ERR407376	ERS391889	BS35	June 2010	USA	61.5691,-149.76	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
94	SAMEA2338578	2014-01-10	ERX373738	150	NG-5353_STD.BS36b	2014-02-24	244	186	2014-03-02	ERR407377	ERS391877	BS36b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
94	SAMEA2338578	2014-01-10	ERX373739	150	NG-5353_STD.BS36b	2014-02-24	220	168	2014-03-02	ERR407378	ERS391877	BS36b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
94	SAMEA2338578	2014-01-10	ERX373740	150	NG-5353_STD.BS36b	2014-02-24	211	159	2014-03-02	ERR407379	ERS391877	BS36b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338578	2014-01-10	ERX373741	150	NG-5353_STD.BS36b	2014-02-24	1129	825	2014-03-02	ERR407380	ERS391877	BS36b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338578	2014-01-10	ERX373742	150	NG-5353_STD.BS36b	2014-02-24	1114	821	2014-03-02	ERR407381	ERS391877	BS36b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338578	2014-01-10	ERX373743	150	NG-5353_STD.BS36b	2014-02-24	1129	835	2014-03-02	ERR407382	ERS391877	BS36b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338578	2014-01-10	ERX373744	150	NG-5353_STD.BS36b	2014-02-24	1904	1174	2014-03-02	ERR407383	ERS391877	BS36b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338578	2014-01-10	ERX373745	150	NG-5353_STD.BS36b	2014-02-24	759	516	2014-03-02	ERR407384	ERS391877	BS36b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338590	2014-01-10	ERX373746	150	NG-5353_STD.BS37	2014-02-24	1595	1118	2014-03-02	ERR407385	ERS391890	BS37	June 2010	USA	61.5691,-149.76	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338590	2014-01-10	ERX373747	150	NG-5353_STD.BS37	2014-02-24	1512	1072	2014-03-02	ERR407386	ERS391890	BS37	June 2010	USA	61.5691,-149.76	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338577	2014-01-10	ERX373748	150	NG-5353_STD.BS39	2014-02-24	1290	905	2014-03-02	ERR407387	ERS391891	BS39	June 2010	USA	61.5691,-149.76	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338577	2014-01-10	ERX373749	150	NG-5353_STD.BS39	2014-02-24	1462	995	2014-03-02	ERR407388	ERS391891	BS39	June 2010	USA	61.5691,-149.76	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338577	2014-01-10	ERX373750	150	NG-5353_STD.BS39	2014-02-24	1341	905	2014-03-02	ERR407389	ERS391891	BS39	June 2010	USA	61.5691,-149.76	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338577	2014-01-10	ERX373751	150	NG-5353_STD.BS39	2014-02-24	1340	909	2014-03-02	ERR407390	ERS391891	BS39	June 2010	USA	61.5691,-149.76	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338544	2014-01-10	ERX373752	150	NG-5353_STD.BS40b	2014-02-24	1767	1285	2014-03-02	ERR407391	ERS391879	BS40b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338544	2014-01-10	ERX373753	150	NG-5353_STD.BS40b	2014-02-24	1894	1388	2014-03-02	ERR407392	ERS391879	BS40b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338544	2014-01-10	ERX373754	150	NG-5353_STD.BS40b	2014-02-24	1897	1381	2014-03-02	ERR407393	ERS391879	BS40b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338544	2014-01-10	ERX373755	150	NG-5353_STD.BS40b	2014-02-24	1757	1267	2014-03-02	ERR407394	ERS391879	BS40b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338544	2014-01-10	ERX373756	150	NG-5353_STD.BS40b	2014-02-24	1462	1058	2014-03-02	ERR407395	ERS391879	BS40b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338544	2014-01-10	ERX373757	150	NG-5353_STD.BS40b	2014-02-24	1540	1083	2014-03-02	ERR407396	ERS391879	BS40b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338544	2014-01-10	ERX373758	150	NG-5353_STD.BS40b	2014-02-24	1506	1059	2014-03-02	ERR407397	ERS391879	BS40b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338544	2014-01-10	ERX373759	150	NG-5353_STD.BS40b	2014-02-24	1510	1058	2014-03-02	ERR407398	ERS391879	BS40b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338574	2014-01-10	ERX373760	150	NG-5353_STD.BS41	2014-02-24	944	688	2014-03-02	ERR407399	ERS391892	BS41	June 2010	USA	61.5691,-149.76	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338574	2014-01-10	ERX373761	150	NG-5353_STD.BS41	2014-02-24	1015	745	2014-03-02	ERR407400	ERS391892	BS41	June 2010	USA	61.5691,-149.76	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338574	2014-01-10	ERX373762	150	NG-5353_STD.BS41	2014-02-24	1016	742	2014-03-02	ERR407401	ERS391892	BS41	June 2010	USA	61.5691,-149.76	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338574	2014-01-10	ERX373763	150	NG-5353_STD.BS41	2014-02-24	1176	858	2014-03-02	ERR407402	ERS391892	BS41	June 2010	USA	61.5691,-149.76	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338574	2014-01-10	ERX373764	150	NG-5353_STD.BS41	2014-02-24	1246	876	2014-03-02	ERR407403	ERS391892	BS41	June 2010	USA	61.5691,-149.76	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338574	2014-01-10	ERX373765	150	NG-5353_STD.BS41	2014-02-24	1228	860	2014-03-02	ERR407404	ERS391892	BS41	June 2010	USA	61.5691,-149.76	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338574	2014-01-10	ERX373766	150	NG-5353_STD.BS41	2014-02-24	1221	855	2014-03-02	ERR407405	ERS391892	BS41	June 2010	USA	61.5691,-149.76	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338574	2014-01-10	ERX373767	150	NG-5353_STD.BS41	2014-02-25	2692	1845	2014-03-03	ERR407406	ERS391892	BS41	June 2010	USA	61.5691,-149.76	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338574	2014-01-10	ERX373768	150	NG-5353_STD.BS41	2014-02-24	2657	1818	2014-03-03	ERR407407	ERS391892	BS41	June 2010	USA	61.5691,-149.76	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338574	2014-01-10	ERX373769	150	NG-5353_STD.BS41	2014-02-25	2682	1846	2014-03-03	ERR407408	ERS391892	BS41	June 2010	USA	61.5691,-149.76	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338591	2014-01-10	ERX373770	150	NG-5353_STD.BS42b	2014-02-24	2360	1704	2014-03-03	ERR407409	ERS391880	BS42b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338591	2014-01-10	ERX373771	150	NG-5353_STD.BS42b	2014-02-24	2383	1739	2014-03-03	ERR407410	ERS391880	BS42b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338591	2014-01-10	ERX373772	150	NG-5353_STD.BS42b	2014-02-25	2386	1727	2014-03-03	ERR407411	ERS391880	BS42b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338591	2014-01-10	ERX373773	150	NG-5353_STD.BS42b	2014-02-25	1509	985	2014-03-03	ERR407412	ERS391880	BS42b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
94	SAMEA2338563	2014-01-10	ERX373774	150	NG-5353_STD.BS43	2014-02-24	312	221	2014-03-02	ERR407413	ERS391899	BS43	September 2010	Canada	50.602889,-127.252306	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338563	2014-01-10	ERX373775	150	NG-5353_STD.BS43	2014-02-24	1135	826	2014-03-02	ERR407414	ERS391899	BS43	September 2010	Canada	50.602889,-127.252306	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338563	2014-01-10	ERX373776	150	NG-5353_STD.BS43	2014-02-24	1145	841	2014-03-02	ERR407415	ERS391899	BS43	September 2010	Canada	50.602889,-127.252306	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338563	2014-01-10	ERX373777	150	NG-5353_STD.BS43	2014-02-24	1145	835	2014-03-02	ERR407416	ERS391899	BS43	September 2010	Canada	50.602889,-127.252306	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338563	2014-01-10	ERX373778	150	NG-5353_STD.BS43	2014-02-25	1715	1098	2014-03-03	ERR407417	ERS391899	BS43	September 2010	Canada	50.602889,-127.252306	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
